,Position,Track Name,Artist,Streams,URL,Filename,Month,Week Number,Type,Date,Artist ID,Genre 1,Genre 2,Genre 3
411,12,Heather,Conan Gray,5105315,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4Uc8Dsxct0oMqx0P6i60ea,alt z,bedroom pop,electropop
412,13,Dynamite,BTS,4809619,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,k-pop boy group,unspecified
413,14,Blinding Lights,The Weeknd,4745353,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,canadian pop,pop
414,15,Watermelon Sugar,Harry Styles,4583908,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,unspecified
415,16,Mood Swings (feat. Lil Tjay),Pop Smoke,4475255,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
416,17,you broke me first,Tate McRae,4272078,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,45dkTj5sMRSjrmBSBeiHym,alt z,dance pop,electropop
417,18,Blueberry Faygo,Lil Mosey,4056372,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,5zctI4wO9XSKS8XwcnqEHk,melodic rap,rap,rap conscient
418,19,Wolves (feat. Post Malone),Big Sean,3869259,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0c173mlxpT3dSFRgMO8XPh,detroit hip hop,hip hop,pop rap
419,20,Savage Love (Laxed - Siren Beat),Jawsh 685,3666621,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,56mfhUDKa1vec6rSLZV5Eg,nz pop,unspecified,unspecified
420,21,Smile (with The Weeknd),Juice WRLD,3571426,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
421,22,Go Crazy,Chris Brown,3552311,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,7bXgB6jMjp9ATFy66eO08Z,dance pop,pop,pop rap
422,23,Martin & Gina,Polo G,3534740,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6AgTAQt8XS6jRWi4sX7w49,chicago rap,unspecified,unspecified
423,24,my ex's best friend (with blackbear),Machine Gun Kelly,3409825,https://open.spotify.com/track/70rFIfYN7lU6iTgUIVP42w,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6TIYQ3jFPwQSRmorSezPxX,ohio hip hop,pop rap,unspecified
424,25,24 (feat. Lil Baby),Money Man,3359182,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,3Rx4PJ7SP6unkOk5elPUK7,atl trap,rap,southern hip hop
425,26,What You Know Bout Love,Pop Smoke,3310653,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
426,27,Roses - Imanbek Remix,SAINt JHN,3306059,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0H39MdGGX6dbnnQPt6NQkZ,melodic rap,rap,slap house
427,28,7 Summers,Morgan Wallen,3287254,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
428,29,Put Your Records On,Ritt Momney,3257777,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,7MPGCB854Qo4alYMOPkBka,bedroom pop,unspecified,unspecified
429,30,Be Like That - feat. Swae Lee & Khalid,Kane Brown,3226889,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,3oSJ7TBVCWMDMiYjXNiCKE,contemporary country,country,country road
430,31,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,3212663,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
431,32,Diamonds,Sam Smith,3160019,https://open.spotify.com/track/5hvwx5i67IwnCkjl9VHkNv,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,2wY79sveU1sp5g7SokKOiI,dance pop,pop,post-teen pop
432,33,Lucid Dreams,Juice WRLD,3100277,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
433,34,Circles,Post Malone,3039382,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
434,35,Robbery,Juice WRLD,3034215,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
435,36,The Box,Roddy Ricch,3031906,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,757aE44tKEUQEqRuT6GnEB,melodic rap,rap,trap
436,37,All Girls Are The Same,Juice WRLD,2982690,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
437,38,GREECE (feat. Drake),DJ Khaled,2951470,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0QHgL1lAIqAw0HtD7YldmP,dance pop,hip hop,miami hip hop
438,39,Hawái,Maluma,2935834,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,1r4hJ1h58CWwUQe3MxPuau,latin,reggaeton,reggaeton colombiano
439,40,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2934704,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,246dkjvS1zLTtiykXe5h60,dfw rap,melodic rap,rap
440,41,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,2927342,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,2hlmm7s2ICUX0LVIhVFlZQ,atl hip hop,melodic rap,rap
441,42,Midnight Sky,Miley Cyrus,2865250,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,5YGY8feqx7naU7z4HrwZM6,dance pop,pop,post-teen pop
442,43,21,Polo G,2860069,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6AgTAQt8XS6jRWi4sX7w49,chicago rap,unspecified,unspecified
443,44,death bed (coffee for your head),Powfu,2839772,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6bmlMHgSheBauioMgKv2tn,emo rap,sad rap,unspecified
444,45,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,2805066,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
445,46,Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,2796001,https://open.spotify.com/track/7dH9TPjTWQ60wOJkmYay8a,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6MPCFvOQv5cIGfw3jODMF0,pop rap,rap,trap
446,47,Dolly (with Lil Uzi Vert),Lil Tecca,2778346,https://open.spotify.com/track/77Xwqkw7VrV8E5FCq9JhO8,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap,rap,trap
447,48,We Paid (feat. 42 Dugg),Lil Baby,2766781,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
448,49,Conversations,Juice WRLD,2763725,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
449,50,Before You Go,Lewis Capaldi,2761789,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4GNC7GD6oZMSxPGyXy4MNB,pop,uk pop,unspecified
450,51,Party Girl,StaySolidRocky,2708500,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,1XLWox9w1Yvbodui0SRhUQ,melodic rap,unspecified,unspecified
451,52,Someone You Loved,Lewis Capaldi,2652142,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4GNC7GD6oZMSxPGyXy4MNB,pop,uk pop,unspecified
452,53,Without You,Luke Combs,2597187,https://open.spotify.com/track/34slXA5D75T5S0dwYYRd4J,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,718COspgdWOnwOFpJHRZHS,contemporary country,unspecified,unspecified
453,54,After Party,Don Toliver,2596670,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4Gso3d4CscCijv0lmajZWs,rap,trap,unspecified
454,55,Electric Love,BØRNS,2591031,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,1KP6TWI40m7p3QBTU6u2xo,electropop,modern alternative rock,modern rock
455,56,Mad at Disney,salem ilese,2583928,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,3QJUFtGBGL05vo0kCJZsmT,alt z,modern indie pop,social media pop
456,57,Got It On Me,Pop Smoke,2565323,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
457,58,Head & Heart (feat. MNEK),Joel Corry,2530441,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6DgP9otnZw5z6daOntINxp,dance pop,edm,house
458,59,Righteous,Juice WRLD,2489528,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
459,60,Breaking Me,Topic,2487141,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0u6GtibW46tFX7koQ6uNJZ,dance pop,edm,german dance
460,61,goosebumps,Travis Scott,2406334,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0Y5tJX1MQlPlqiwlOH1tJY,rap,slap house,unspecified
461,62,Lets Link,WhoHeem,2398111,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,5KYEMMz9O9iLIESifKAEOp,viral rap,unspecified,unspecified
462,63,Ice Cream (with Selena Gomez),BLACKPINK,2397415,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,41MozSoPIsD1dJM0CLPjZF,k-pop,k-pop girl group,unspecified
463,64,Adore You,Harry Styles,2396132,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,unspecified
464,65,Rain On Me (with Ariana Grande),Lady Gaga,2377191,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,1HY2Jd0NmPuamShAr6KMms,dance pop,pop,post-teen pop
465,66,GO (feat. Juice WRLD),The Kid LAROI,2377035,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,unspecified,unspecified
466,67,Me Gusta (with Cardi B & Myke Towers),Anitta,2351182,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,7FNnA9vBm6EKceENgCGRMb,funk carioca,funk pop,pagode baiano
467,68,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,2326339,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,1vyhD5VmyZ7KMfW5gqLgo5,latin,reggaeton,reggaeton colombiano
468,69,Life Is Good (feat. Drake),Future,2316630,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,1RyvyyTE3xzB2ZywiAwp0i,atl hip hop,pop rap,rap
469,70,Intentions (feat. Quavo),Justin Bieber,2309325,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,1uNFoZAHBGtllmzznpCI3s,canadian pop,pop,post-teen pop
470,71,Tap In,Saweetie,2295737,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6cK3NBO6uP7hh0oyuVELFl,cali rap,dance pop,pop
471,72,Rags2Riches 2 (feat. Lil Baby),Rod Wave,2293740,https://open.spotify.com/track/0qJeyYAgv6UpvewUxRXAhb,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,45TgXXqMDdF8BkjA83OM7z,florida rap,unspecified,unspecified
472,73,Girls in the Hood,Megan Thee Stallion,2278687,https://open.spotify.com/track/6WbTTAGKrQtCQvmc5BuYfh,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,181bsRPaVXVlUKXrxwZfHK,houston rap,pop,pop rap
473,74,SICKO MODE,Travis Scott,2274896,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0Y5tJX1MQlPlqiwlOH1tJY,rap,slap house,unspecified
474,75,cardigan,Taylor Swift,2270328,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,06HL4z0CvFAxyc27GXpf02,pop,post-teen pop,unspecified
475,76,hot girl bummer,blackbear,2264064,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,2cFrymmkijnjDg9SS92EPM,electropop,pop,pop rap
476,77,Still Don't Know My Name,Labrinth,2247316,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,2feDdbD5araYcm6JhFHHw7,indie poptimism,pop,post-teen pop
477,78,Whiskey Glasses,Morgan Wallen,2234234,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
478,79,HIGHEST IN THE ROOM,Travis Scott,2206659,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0Y5tJX1MQlPlqiwlOH1tJY,rap,slap house,unspecified
479,80,Dior,Pop Smoke,2198191,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,unspecified,unspecified
480,81,You Got It,Vedo,2193271,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,3wVXTWabe3viT0jF7DfjOL,pop r&b,r&b,unspecified
481,82,Sunday Best,Surfaces,2185812,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4ETSs924pXMzjIeD6E9b4u,bedroom soul,pop,unspecified
482,83,WHATS POPPIN,Jack Harlow,2178885,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,2LIk90788K0zvyj2JJVwkJ,deep underground hip hop,kentucky hip hop,pop rap
483,84,Daisy,Ashnikko,2176600,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,3PyJHH2wyfQK3WZrk9rpmP,alt z,electropop,escape room
484,85,Toosie Slide,Drake,2163911,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,3TVXtAsR1Inumwj472S9r4,canadian hip hop,canadian pop,hip hop
485,86,September,"Earth, Wind & Fire",2161243,https://open.spotify.com/track/4f2GB5ZC7vOUYPAg69N2Xw,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4QQgXkCYTt3BlENzhyNETg,disco,funk,jazz funk
486,87,THE SCOTTS,THE SCOTTS,2153348,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,2PaZWGu5T5nHjY2xxAkFsT,unspecified,unspecified,unspecified
487,88,Are You Bored Yet? (feat. Clairo),Wallows,2151127,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0NIPkIjTV8mB795yEIiPYL,indie pop,modern rock,pop
488,89,The Bigger Picture,Lil Baby,2137848,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
489,90,More Than My Hometown,Morgan Wallen,2082898,https://open.spotify.com/track/0eBXyY4SatzpE7opnzgXvz,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
490,91,Chasin' You,Morgan Wallen,2074859,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
491,92,ROXANNE,Arizona Zervas,2067894,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0vRvGUQVUjytro0xpb26bs,pop rap,rhode island rap,unspecified
492,93,Bandit (with YoungBoy Never Broke Again),Juice WRLD,2067744,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4MCBfE4596Uoi2O4DtmEMz,chicago rap,melodic rap,unspecified
493,94,Falling,Trevor Daniel,2021211,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,7uaIm6Pw7xplS8Dy06V6pT,alternative r&b,melodic rap,pop rap
494,95,Ballin' (with Roddy Ricch),Mustard,2006568,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0YinUQ50QDB7ZxSCLyQ40k,cali rap,hip hop,pop rap
495,96,Jocelyn Flores,XXXTENTACION,2001149,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,15UsOTVnJzReFVN1VCnxy4,emo rap,miami hip hop,unspecified
496,97,If the World Was Ending - feat. Julia Michaels,JP Saxe,2000405,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,66W9LaWS0DPdL7Sz8iYGYe,alt z,canadian contemporary r&b,indie cafe pop
497,98,SLOW DANCING IN THE DARK,Joji,1987947,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,3MZsBdqDrRTJihTHQrO6Dq,alternative r&b,viral pop,unspecified
498,99,the 1,Taylor Swift,1981055,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,06HL4z0CvFAxyc27GXpf02,pop,post-teen pop,unspecified
499,100,Stunnin' (feat. Harm Franklin),Curtis Waters,1980204,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,2JbE7jUIGtpXSzytnyMg6U,unspecified,unspecified,unspecified
500,101,OK Not To Be OK,Marshmello,1960626,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,64KEffDW9EtZ1y2vBYgq8T,brostep,edm,pop
501,102,my future,Billie Eilish,1946666,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6qqNVTkY8uBg9cP3Jd7DAH,electropop,pop,unspecified
502,103,exile (feat. Bon Iver),Taylor Swift,1939022,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,06HL4z0CvFAxyc27GXpf02,pop,post-teen pop,unspecified
503,104,Walk Em Down (feat. Roddy Ricch),NLE Choppa,1924960,https://open.spotify.com/track/1Z0cZI0UzNbP9L8MzzGxqf,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,0ErzCpIMyLcjPiwT4elrtZ,memphis hip hop,unspecified,unspecified
504,105,Flex (feat. Juice WRLD),Polo G,1918507,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6AgTAQt8XS6jRWi4sX7w49,chicago rap,unspecified,unspecified
505,106,Savage Remix (feat. Beyoncé),Megan Thee Stallion,1918000,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,181bsRPaVXVlUKXrxwZfHK,houston rap,pop,pop rap
506,107,Excitement,Trippie Redd,1906047,https://open.spotify.com/track/3WnTQDd9A3bpBfzCziElU9,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,6Xgp2XMz1fhVYe7i6yNAax,melodic rap,rap,trap
507,108,BLIND (feat. Young Thug),DaBaby,1892203,https://open.spotify.com/track/2T5NBwKRySiCR78vVk08vr,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,unspecified
508,109,Money Trees,Kendrick Lamar,1868260,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,2YZyLoL8N0Wb9xBt1NhZWg,conscious hip hop,hip hop,rap
509,110,Beautiful Crazy,Luke Combs,1867809,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,718COspgdWOnwOFpJHRZHS,contemporary country,unspecified,unspecified
510,111,Stuck with U (with Justin Bieber),Ariana Grande,1852907,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,regional-us-weekly-2020-09-18--2020-09-25.csv,September,38,Top 200,2020-09-18,66CXWjxzNUsdJxJ2JdwvnR,pop,post-teen pop,unspecified
